id,problem,solution
40,"[[4,null,1,null,null,null,2,null,5],[null,null,null,null,null,null,null,null,null],[null,null,null,null,null,8,null,null,6],[9,2,null,5,null,null,3,null,4],[null,6,null,null,null,null,7,null,null],[null,7,null,4,3,null,null,null,null],[8,9,null,3,null,2,null,1,null],[null,null,null,null,null,null,null,null,null],[2,null,null,null,7,4,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,9,6,3,5,2,4,1,7],[5,4,7,8,9,1,6,2,3],[2,1,3,6,7,4,5,8,9]]"
41,"[[null,null,null,9,null,3,null,null,null],[6,3,null,null,null,null,null,null,8],[null,5,2,1,null,null,null,3,6],[null,2,null,5,null,7,null,6,null],[null,null,4,null,null,null,null,5,null],[null,7,null,null,null,null,null,null,2],[8,null,null,null,null,2,4,null,null],[null,null,null,6,9,null,null,null,null],[null,4,null,null,7,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,9,6,3,5,2,4,1,7],[2,1,7,6,9,4,5,8,3],[5,4,3,8,7,1,6,2,9]]"
42,"[[null,null,null,9,null,null,2,null,5],[null,null,null,7,null,null,null,null,null],[null,5,null,1,null,null,null,3,6],[null,2,8,null,null,7,null,null,null],[3,null,4,null,null,null,null,null,null],[null,null,null,null,3,null,null,9,null],[null,null,6,null,5,null,4,1,null],[null,null,null,null,null,4,5,null,null],[null,null,7,null,null,null,6,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,9,6,3,5,2,4,1,7],[2,1,3,6,7,4,5,8,9],[5,4,7,8,9,1,6,2,3]]"
43,"[[null,8,null,null,null,3,null,null,5],[6,null,9,null,null,5,null,null,8],[null,null,null,1,4,null,null,null,null],[null,2,null,null,1,null,null,null,null],[3,null,null,null,null,null,null,5,1],[null,null,5,null,null,6,null,null,null],[8,null,null,null,null,null,4,null,null],[null,null,3,null,null,null,null,8,null],[null,1,null,null,9,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,9,6,3,5,2,4,1,7],[2,4,3,6,7,1,5,8,9],[5,1,7,8,9,4,6,2,3]]"
44,"[[null,null,null,9,6,null,null,null,5],[null,null,null,null,null,5,null,null,8],[null,null,2,null,null,null,9,null,null],[null,null,null,null,null,null,null,null,null],[null,6,4,2,null,9,null,null,null],[1,null,null,4,null,null,null,null,2],[8,null,null,null,5,null,4,null,null],[null,4,null,6,null,null,null,null,null],[5,null,null,null,7,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,9,6,3,5,2,4,1,7],[2,4,7,6,9,1,5,8,3],[5,1,3,8,7,4,6,2,9]]"
45,"[[null,null,1,null,null,null,null,null,null],[6,null,null,null,null,5,1,null,null],[null,5,2,null,null,8,9,null,null],[9,null,null,5,null,null,null,null,4],[null,null,null,null,null,9,null,null,null],[1,7,null,4,3,null,8,null,null],[null,4,null,null,7,null,null,1,null],[null,9,null,6,null,null,null,null,null],[null,null,null,8,9,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,2,5,1,9],[2,9,7,6,5,1,4,8,3],[5,1,3,8,9,4,6,2,7]]"
46,"[[null,8,1,null,6,null,null,7,null],[null,3,null,null,null,5,null,null,null],[7,null,2,null,null,null,null,null,null],[null,null,null,null,null,null,3,null,null],[null,null,null,2,8,null,null,null,null],[null,7,null,4,null,6,null,null,null],[null,null,6,3,null,2,null,1,null],[null,9,null,null,null,null,null,null,7],[5,1,null,null,null,null,6,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,2,5,1,9],[2,9,3,6,5,1,4,8,7],[5,1,7,8,9,4,6,2,3]]"
47,"[[null,null,null,null,null,null,null,null,5],[null,null,null,null,2,null,1,4,null],[null,5,2,null,null,null,null,null,null],[null,null,null,5,null,null,null,6,4],[3,null,null,null,8,9,null,null,1],[1,null,null,null,3,null,null,null,null],[8,4,null,null,null,null,5,null,null],[null,null,null,null,9,null,6,2,null],[null,9,3,null,null,1,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,2,5,1,9],[5,1,7,8,9,4,6,2,3],[2,9,3,6,5,1,4,8,7]]"
48,"[[4,null,null,9,null,null,null,null,5],[null,3,null,null,null,null,1,4,null],[7,5,null,null,null,8,null,null,null],[null,null,null,5,1,7,3,null,4],[null,null,null,null,null,null,null,null,1],[null,7,null,4,null,6,null,null,null],[null,null,6,null,null,null,null,1,9],[null,null,3,null,null,null,null,null,null],[null,9,null,6,5,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,2,5,1,9],[5,1,3,8,9,4,6,2,7],[2,9,7,6,5,1,4,8,3]]"
49,"[[null,null,null,null,null,3,null,null,null],[6,null,9,null,null,5,1,null,null],[null,5,null,null,null,null,9,3,6],[9,null,8,5,null,null,null,null,null],[null,null,null,2,null,null,7,null,null],[1,null,null,4,null,null,null,null,null],[null,4,null,null,7,null,null,null,9],[null,null,null,null,9,null,null,8,3],[null,null,null,8,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,1,5,2,9],[5,1,7,6,9,2,4,8,3],[2,9,3,8,5,4,6,1,7]]"
50,"[[4,null,null,null,6,null,null,null,null],[null,3,9,null,null,5,null,null,null],[null,null,2,1,null,null,null,3,6],[9,null,null,5,1,null,null,null,null],[null,null,null,null,8,null,7,null,null],[null,null,null,null,null,null,null,9,2],[null,null,6,null,null,null,null,null,null],[5,null,null,null,9,2,null,null,null],[null,null,null,8,null,null,6,1,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,1,5,2,9],[5,1,3,6,9,2,4,8,7],[2,9,7,8,5,4,6,1,3]]"
51,"[[null,null,null,null,null,3,null,7,null],[6,null,null,null,null,5,1,null,null],[7,null,2,null,null,null,null,null,6],[null,null,null,null,1,null,null,null,4],[null,6,null,null,8,9,null,null,null],[1,null,null,null,null,null,null,null,2],[null,4,null,null,7,null,null,null,null],[2,null,3,null,null,null,6,null,null],[null,null,7,null,9,null,null,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,1,5,2,9],[2,9,3,8,5,4,6,1,7],[5,1,7,6,9,2,4,8,3]]"
52,"[[4,8,1,null,null,3,null,null,null],[null,null,null,7,null,5,null,null,null],[7,null,null,null,null,null,null,null,null],[null,2,null,null,null,null,null,null,null],[3,null,null,null,8,null,7,null,null],[null,null,5,null,null,null,null,9,2],[null,4,6,null,null,1,5,null,null],[null,null,null,8,5,null,null,1,3],[null,null,null,null,9,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,7,1,5,2,9],[2,9,7,8,5,4,6,1,3],[5,1,3,6,9,2,4,8,7]]"
53,"[[null,null,null,null,null,null,null,null,5],[6,null,null,null,null,null,1,null,null],[7,null,2,null,null,8,9,null,null],[null,null,8,null,1,7,null,6,null],[null,null,null,null,null,9,7,null,null],[null,null,null,null,null,6,null,null,2],[null,4,null,null,null,null,5,null,null],[2,null,null,null,5,null,null,null,3],[null,null,3,8,null,null,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,9,2,5,1,7],[2,9,7,6,5,1,4,8,3],[5,1,3,8,7,4,6,2,9]]"
54,"[[null,8,1,null,null,null,2,null,null],[null,3,null,null,null,null,1,null,8],[null,null,null,null,4,null,null,null,null],[null,2,8,5,null,null,null,null,null],[null,null,4,2,8,9,null,null,null],[null,null,null,null,null,6,null,9,null],[null,null,null,null,null,2,null,null,7],[null,1,null,8,null,null,null,null,9],[null,null,7,6,null,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,9,2,5,1,7],[5,1,3,8,7,4,6,2,9],[2,9,7,6,5,1,4,8,3]]"
55,"[[null,null,1,null,null,3,null,7,null],[null,3,9,null,2,null,null,null,8],[null,null,null,null,4,8,null,null,6],[null,null,null,null,null,7,null,6,4],[null,null,null,2,null,9,null,null,null],[1,null,null,null,null,null,null,null,2],[8,4,null,3,null,null,null,null,null],[null,null,3,null,7,null,4,null,9],[2,null,null,null,null,4,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,9,1,5,2,7],[5,1,3,6,7,2,4,8,9],[2,9,7,8,5,4,6,1,3]]"
56,"[[null,8,null,null,6,null,null,null,null],[6,null,9,7,null,5,null,null,null],[null,5,null,null,null,8,9,3,null],[null,null,null,null,null,null,3,null,null],[null,6,4,null,8,9,null,5,null],[1,null,null,4,null,null,null,null,2],[8,null,null,null,9,1,null,2,null],[2,null,null,null,null,null,null,null,null],[null,null,null,6,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,6,3,9,1,5,2,7],[2,9,7,8,5,4,6,1,3],[5,1,3,6,7,2,4,8,9]]"
57,"[[4,null,1,null,null,null,null,null,5],[6,null,null,null,2,5,null,null,null],[null,null,null,1,null,null,null,3,null],[9,null,8,null,null,null,null,6,null],[null,null,4,null,null,null,null,null,1],[null,7,null,null,null,6,null,null,2],[8,null,null,null,null,1,null,2,null],[2,9,null,null,null,null,6,null,null],[null,null,null,3,9,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,7,1,5,2,9],[2,9,7,8,5,4,6,1,3],[5,1,6,3,9,2,4,8,7]]"
58,"[[null,null,1,null,null,3,null,7,null],[null,null,9,null,null,null,null,null,8],[null,null,null,null,4,null,null,null,6],[9,null,8,null,null,7,3,null,null],[null,6,null,2,8,9,null,null,null],[null,null,null,null,null,null,null,null,2],[null,4,null,null,7,1,null,2,null],[5,1,null,3,null,null,null,null,null],[null,null,7,null,5,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,7,1,5,2,9],[5,1,6,3,9,2,4,8,7],[2,9,7,8,5,4,6,1,3]]"
59,"[[null,8,null,9,null,null,2,null,5],[6,3,null,null,null,5,null,null,8],[null,5,null,null,4,null,null,null,null],[9,null,null,null,null,null,3,null,null],[null,6,null,2,8,null,7,null,null],[null,null,null,null,3,null,null,null,null],[null,null,null,null,null,null,null,null,9],[null,null,null,3,null,1,null,8,null],[null,1,7,8,null,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,7,2,5,1,9],[2,9,6,3,5,1,4,8,7],[5,1,7,8,9,4,6,2,3]]"
60,"[[4,null,1,null,null,null,null,null,null],[null,null,null,null,null,5,1,null,8],[7,null,2,null,4,8,null,null,null],[null,null,null,null,null,null,null,6,4],[null,6,null,null,null,null,7,null,null],[1,null,null,4,null,6,null,9,null],[null,null,3,null,null,null,5,null,null],[null,null,null,8,9,null,null,2,null],[2,null,null,3,null,null,null,null,7]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,7,2,5,1,9],[5,1,7,8,9,4,6,2,3],[2,9,6,3,5,1,4,8,7]]"
61,"[[4,null,null,null,6,null,null,7,null],[null,3,null,null,2,5,1,null,null],[7,null,null,null,null,null,9,null,null],[9,null,null,5,1,null,null,null,null],[null,6,null,null,null,null,null,null,null],[null,null,null,null,null,null,null,null,2],[8,null,null,null,null,1,null,2,7],[null,1,null,3,null,null,null,null,null],[2,null,null,null,null,4,null,null,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,9,1,5,2,7],[5,1,6,3,7,2,4,8,9],[2,9,7,8,5,4,6,1,3]]"
62,"[[null,null,null,null,6,3,2,null,null],[6,null,null,7,null,null,null,null,8],[null,null,2,null,null,null,9,null,null],[9,null,null,null,null,null,3,null,null],[null,null,4,2,null,null,null,null,null],[null,7,null,null,null,null,null,null,null],[8,null,null,null,null,null,null,2,7],[null,null,null,null,null,2,4,1,null],[null,1,null,3,5,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,9,1,5,2,7],[5,9,6,8,7,2,4,1,3],[2,1,7,3,5,4,6,8,9]]"
63,"[[4,null,null,null,null,3,null,7,null],[null,3,9,7,null,null,null,null,8],[null,null,null,1,null,null,null,null,6],[null,2,null,null,null,null,null,null,null],[null,null,null,null,8,9,null,5,null],[1,null,null,null,null,null,8,null,null],[8,null,null,null,9,null,null,null,null],[null,1,7,null,null,4,null,null,null],[5,null,null,null,null,2,null,1,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,9,1,5,2,7],[2,1,7,3,5,4,6,8,9],[5,9,6,8,7,2,4,1,3]]"
64,"[[4,null,1,9,null,null,null,null,null],[null,null,null,null,null,5,null,null,8],[null,null,null,null,null,8,9,null,6],[9,2,null,null,1,null,null,null,null],[null,6,null,null,null,null,null,5,null],[null,null,null,null,3,null,null,null,2],[null,4,null,6,null,null,null,null,7],[null,null,7,null,null,null,null,1,3],[5,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,9,1,5,2,7],[2,9,7,8,5,4,6,1,3],[5,1,6,3,7,2,4,8,9]]"
65,"[[4,null,null,null,null,null,null,7,null],[6,null,null,null,null,null,1,null,8],[7,5,null,null,null,null,9,null,null],[null,2,null,5,null,null,null,null,null],[null,null,null,2,8,9,null,null,null],[null,null,null,null,3,null,8,9,null],[null,null,null,null,9,2,5,null,null],[null,null,null,null,null,null,6,null,null],[null,9,null,8,7,1,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,9,2,5,1,7],[2,1,7,3,5,4,6,8,9],[5,9,6,8,7,1,4,2,3]]"
66,"[[null,null,null,null,null,3,2,null,5],[6,null,null,null,2,5,1,null,null],[7,null,null,null,4,null,null,null,null],[null,2,null,null,null,null,null,6,4],[3,null,null,null,null,null,null,5,null],[1,null,null,4,null,null,8,null,null],[8,4,null,null,9,null,null,null,null],[null,null,null,null,null,1,null,null,null],[null,null,null,3,null,null,null,null,9]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,3,6,9,2,5,1,7],[5,9,6,8,7,1,4,2,3],[2,1,7,3,5,4,6,8,9]]"
67,"[[null,8,null,null,null,null,null,7,5],[null,3,null,7,null,5,null,null,8],[null,null,2,null,null,null,9,null,6],[null,2,null,5,1,7,3,null,null],[null,null,null,null,null,9,null,null,null],[null,null,null,null,null,6,null,null,2],[null,null,7,null,9,null,null,2,null],[5,1,6,null,null,null,null,null,9],[null,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,6,9,1,5,2,3],[5,1,6,3,7,2,4,8,9],[2,9,3,8,5,4,6,1,7]]"
68,"[[4,8,null,null,6,null,null,null,null],[null,3,null,7,null,null,1,null,null],[null,null,null,null,null,null,9,null,null],[null,null,8,5,null,7,null,6,null],[null,null,null,2,null,null,7,null,null],[1,null,null,4,null,null,null,null,null],[null,4,7,null,null,null,null,null,null],[2,null,null,null,5,null,null,1,null],[null,null,6,null,null,null,4,8,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,6,9,1,5,2,3],[2,9,3,8,5,4,6,1,7],[5,1,6,3,7,2,4,8,9]]"
69,"[[null,null,1,null,null,3,2,null,5],[6,null,null,7,2,null,1,null,null],[7,null,null,null,4,null,null,null,6],[9,2,null,null,1,null,3,null,4],[null,null,null,null,null,null,null,5,1],[null,null,null,null,null,null,8,9,null],[8,4,null,6,null,null,null,null,null],[null,null,null,3,null,null,null,null,null],[null,null,3,null,7,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,6,9,2,5,1,3],[2,9,6,3,5,1,4,8,7],[5,1,3,8,7,4,6,2,9]]"
70,"[[4,8,null,9,null,3,null,null,null],[null,3,9,null,null,null,null,null,null],[7,null,null,null,4,null,null,null,null],[null,null,null,null,1,7,null,null,null],[null,null,null,2,null,null,null,5,null],[null,7,5,null,null,null,8,9,null],[null,null,7,6,null,2,null,null,null],[null,null,null,null,null,4,6,null,null],[2,null,null,null,null,null,4,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,6,9,2,5,1,3],[5,1,3,8,7,4,6,2,9],[2,9,6,3,5,1,4,8,7]]"
71,"[[null,null,1,null,null,null,null,7,null],[null,null,null,null,null,5,null,4,null],[7,null,null,null,null,null,9,3,null],[null,2,8,null,1,null,3,null,4],[3,null,null,null,null,null,null,null,null],[null,null,5,null,null,6,null,null,2],[null,4,null,3,null,null,null,null,9],[null,null,null,null,7,null,null,1,null],[null,1,null,null,9,2,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,3,5,1,6,2,9],[2,9,6,8,7,4,5,1,3],[5,1,3,6,9,2,4,8,7]]"
72,"[[4,null,null,9,6,3,null,null,null],[null,3,null,7,null,null,null,null,8],[null,null,2,null,null,8,null,null,null],[null,null,null,5,null,7,3,null,4],[null,null,null,null,null,9,7,null,null],[null,null,null,null,null,null,8,null,null],[null,4,null,null,5,null,6,2,null],[2,null,null,6,null,null,null,null,null],[null,null,6,null,null,null,null,1,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,3,5,1,6,2,9],[2,1,3,6,9,4,5,8,7],[5,9,6,8,7,2,4,1,3]]"
73,"[[4,8,null,9,6,null,null,null,null],[6,3,null,7,2,null,1,null,8],[7,null,null,null,null,null,null,null,null],[null,2,null,5,1,null,3,null,null],[null,null,null,null,null,9,null,null,null],[null,null,null,null,null,null,null,null,2],[null,null,7,3,null,null,6,null,null],[null,1,3,null,9,2,null,8,null],[null,null,null,8,7,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,3,5,1,6,2,9],[5,1,3,6,9,2,4,8,7],[2,9,6,8,7,4,5,1,3]]"
74,"[[4,null,null,null,null,null,null,7,5],[null,3,null,null,null,null,1,4,null],[null,null,2,null,null,null,null,null,6],[null,null,null,null,1,7,null,null,null],[null,null,null,null,8,9,null,5,null],[null,7,null,null,3,null,null,9,2],[null,null,null,null,null,null,null,null,null],[5,null,6,null,null,null,null,1,3],[2,1,null,null,9,4,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,3,5,1,6,2,9],[5,9,6,8,7,2,4,1,3],[2,1,3,6,9,4,5,8,7]]"
75,"[[4,null,null,null,6,null,null,7,5],[null,3,9,null,null,5,null,null,null],[null,null,2,1,null,null,null,null,null],[9,null,null,null,null,null,null,6,4],[null,null,null,null,8,9,null,null,null],[null,null,null,null,3,6,8,9,null],[8,null,null,null,5,null,6,null,null],[null,1,3,null,null,null,null,null,null],[null,null,null,8,7,null,null,2,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,3,5,2,6,1,9],[2,1,3,6,9,4,5,8,7],[5,9,6,8,7,1,4,2,3]]"
76,"[[null,null,1,9,null,null,null,null,5],[6,3,null,null,null,null,1,null,null],[null,null,2,null,4,null,null,null,6],[null,null,null,null,null,7,null,null,4],[null,null,null,null,8,null,null,5,null],[1,7,null,null,null,6,null,null,null],[null,4,null,3,null,2,null,null,null],[null,9,6,null,null,1,null,null,null],[null,null,null,null,null,null,null,null,null]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[8,4,7,3,5,2,6,1,9],[5,9,6,8,7,1,4,2,3],[2,1,3,6,9,4,5,8,7]]"
77,"[[null,null,1,null,6,null,null,null,null],[6,null,null,null,null,5,1,4,null],[null,5,null,null,null,null,null,null,null],[null,2,null,null,1,7,3,null,null],[null,null,null,null,null,9,null,5,null],[null,null,null,null,null,null,null,9,null],[null,1,null,null,null,4,5,null,null],[null,4,7,3,null,null,6,null,null],[null,null,null,8,null,null,null,2,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,1,3,6,9,4,5,8,7],[8,4,7,3,5,2,6,1,9],[5,9,6,8,7,1,4,2,3]]"
78,"[[4,null,1,9,6,null,2,null,5],[null,3,null,null,null,null,null,null,null],[null,null,2,null,4,null,null,null,null],[null,null,null,null,null,7,null,null,null],[null,null,null,2,null,null,null,5,1],[null,7,null,4,null,null,null,9,2],[null,null,null,null,null,null,null,null,null],[8,null,null,3,null,1,6,null,9],[5,null,null,null,null,null,null,1,3]]","[[4,8,1,9,6,3,2,7,5],[6,3,9,7,2,5,1,4,8],[7,5,2,1,4,8,9,3,6],[9,2,8,5,1,7,3,6,4],[3,6,4,2,8,9,7,5,1],[1,7,5,4,3,6,8,9,2],[2,1,3,6,9,4,5,8,7],[8,4,7,3,5,1,6,2,9],[5,9,6,8,7,2,4,1,3]]"
